legacy_primary_category,taxonomy_primary,taxonomy_hierarchy,taxonomy_display_name
face_painting,face_painting,services_and_business > event_or_party_service > face_painting,Face Painting
fair,fairgrounds,arts_and_entertainment > festival_venue > fairgrounds,Fairgrounds
falafel_restaurant,falafel_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > falafel_restaurant,Falafel Restaurant
family_counselor,family_counseling,health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > counseling > family_counseling,Family Counseling
family_practice,family_practice,health_care > outpatient_care_facility > primary_care_or_general_clinic > family_practice,Family Practice
family_service_center,family_service_center,services_and_business > family_service > family_service_center,Family Service Center
farm,farm,services_and_business > agricultural_service > farm,Farm
farm_equipment_and_supply,farm_equipment_and_supply,services_and_business > b2b_service > b2b_agriculture_service > b2b_farming > farm_equipment_and_supply,Farm Equipment and Supply
farm_equipment_repair_service,farm_equipment_repair_service,services_and_business > agricultural_service > farm_equipment_repair_service,Farm Equipment Repair Service
farm_insurance,farm_insurance,services_and_business > financial_service > insurance_agency > farm_insurance,Farm Insurance
farmers_market,farmers_market,shopping > market > farmers_market,Farmers Market
farming_equipment_store,farming_equipment_store,shopping > specialty_store > farming_equipment_and_supply_store > farming_equipment_store,Farming Equipment Store
farming_services,farming_service,services_and_business > b2b_service > b2b_agriculture_service > b2b_farming > farming_service,Farming Service
farrier_services,farrier_service,lifestyle_services > animal_or_pet_service > equine_service > farrier_service,Farrier Service
fashion,fashion_and_apparel_store,shopping > fashion_and_apparel_store,Fashion and Apparel Store
fashion_accessories_store,fashion_accessories_store,shopping > fashion_and_apparel_store > fashion_accessories_store,Fashion Accessories Store
fast_food_restaurant,fast_food_restaurant,food_and_drink > casual_eatery > fast_food_restaurant,Fast Food Restaurant
fastener_supplier,fastener_supplier,services_and_business > b2b_service > supplier_or_distributor > fastener_supplier,Fastener Supplier
federal_government_offices,government_office,community_and_government > government_office,Government Office
fence_and_gate_sales_service,fence_and_gate_sales_service,services_and_business > home_service > fence_and_gate_sales_service,Fence and Gate Sales Service
fencing_club,fencing_club,sports_and_recreation > sport_or_recreation_club > fencing_club,Fencing Club
feng_shui,feng_shui,services_and_business > home_service > feng_shui,Feng Shui
ferry_boat_company,ferry_boat_company,services_and_business > corporate_or_business_office > ferry_boat_company,Ferry Boat Company
ferry_service,ferry_service,travel_and_transportation > water_transport_facility_or_service > ferry_service,Ferry Service
fertility,fertility_clinic,health_care > specialized_medical_facility > fertility_clinic,Fertility Clinic
fertilizer_store,fertilizer_store,services_and_business > b2b_service > b2b_agriculture_service > b2b_farming > farm_equipment_and_supply > fertilizer_store,Fertilizer Store
festival,festival_venue,arts_and_entertainment > festival_venue,Festival Venue
fidelity_and_surety_bonds,fidelity_and_surety_bonds,services_and_business > financial_service > insurance_agency > fidelity_and_surety_bonds,Fidelity and Surety Bonds
filipino_restaurant,filipino_restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > filipino_restaurant,Filipino Restaurant
film_festivals_and_organizations,film_festival_venue,arts_and_entertainment > festival_venue > film_festival_venue,Film Festival Venue
financial_advising,financial_advising,services_and_business > financial_service > financial_advising,Financial Advising
financial_service,financial_service,services_and_business > financial_service,Financial Service
fingerprinting_service,fingerprinting_service,services_and_business > security_service > fingerprinting_service,Fingerprinting Service
fire_and_water_damage_restoration,fire_and_water_damage_restoration,services_and_business > home_service > damage_restoration > fire_and_water_damage_restoration,Fire and Water Damage Restoration
fire_department,fire_station,community_and_government > public_safety_service > fire_station,Fire Station
fire_protection_service,fire_protection_service,services_and_business > home_service > fire_protection_service,Fire Protection Service
firearm_training,firearm_training,education > place_of_learning > specialty_school > firearm_training,Firearm Training
fireplace_service,fireplace_service,services_and_business > home_service > fireplace_service,Fireplace Service
firewood,firewood,services_and_business > home_service > firewood,Firewood
firework_retailer,fireworks_store,shopping > specialty_store > fireworks_store,Fireworks Store
first_aid_class,first_aid_class,education > place_of_learning > specialty_school > first_aid_class,First Aid Class
fischbrotchen_restaurant,fischbrotchen_restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant > german_restaurant > fischbrotchen_restaurant,Fischbrotchen Restaurant
fish_and_chips_restaurant,fish_and_chips_restaurant,food_and_drink > restaurant > seafood_restaurant > fish_and_chips_restaurant,Fish and Chips Restaurant
fish_farm,fish_farm,services_and_business > b2b_service > b2b_agriculture_service > fish_farm_hatchery > fish_farm,Fish Farm
fish_farms_and_hatcheries,fish_farm_hatchery,services_and_business > b2b_service > b2b_agriculture_service > fish_farm_hatchery,Fish Farm Hatchery
fish_restaurant,fish_restaurant,food_and_drink > restaurant > seafood_restaurant > fish_restaurant,Fish Restaurant
fishing_charter,fishing_charter,sports_and_recreation > sport_or_fitness_facility > water_sport > fishing > fishing_charter,Fishing Charter
fishing_club,fishing_club,sports_and_recreation > sport_or_recreation_club > fishing_club,Fishing Club
fishmonger,fishmonger,shopping > food_and_beverage_store > fishmonger,Fishmonger
fitness_equipment_wholesaler,fitness_equipment_wholesaler,services_and_business > b2b_service > wholesaler > fitness_equipment_wholesaler,Fitness Equipment Wholesaler
fitness_exercise_equipment,fitness_exercise_store,shopping > specialty_store > sporting_goods_store > fitness_exercise_store,Fitness Exercise Store
fitness_trainer,fitness_trainer,sports_and_recreation > sport_or_fitness_facility > fitness_trainer,Fitness Trainer
flatbread,flatbread_shop,food_and_drink > casual_eatery > bakery > flatbread_shop,Flatbread Shop
flatbread_restaurant,flatbread_shop,food_and_drink > casual_eatery > bakery > flatbread_shop,Flatbread Shop
flea_market,flea_market,shopping > second_hand_store > flea_market,Flea Market
flight_school,flight_school,education > place_of_learning > specialty_school > flight_school,Flight School
float_spa,float_spa,lifestyle_services > wellness_service > spa > float_spa,Float Spa
flooring_contractors,flooring_contractor,services_and_business > home_service > contractor > flooring_contractor,Flooring Contractor
flooring_store,flooring_store,shopping > specialty_store > hardware_home_and_garden_store > flooring_store,Flooring Store
floral_designer,floral_designer,services_and_business > event_or_party_service > floral_designer,Floral Designer
florist,florist,shopping > specialty_store > flowers_and_gifts_store > florist,Florist
flour_mill,flour_mill,services_and_business > b2b_service > manufacturer > mill > flour_mill,Flour Mill
flower_markets,flower_market,shopping > specialty_store > flowers_and_gifts_store > flower_market,Flower Market
flowers_and_gifts_shop,flowers_and_gifts_store,shopping > specialty_store > flowers_and_gifts_store,Flowers and Gifts Store
flyboarding_center,flyboarding_center,sports_and_recreation > sport_or_fitness_facility > flyboarding_center,Flyboarding Center
flyboarding_rental,flyboarding_rental,sports_and_recreation > sport_or_fitness_facility > flyboarding_rental,Flyboarding Rental
fmcg_wholesaler,fmcg_wholesaler,services_and_business > b2b_service > wholesaler > fmcg_wholesaler,Fmcg Wholesaler
fondue_restaurant,fondue_restaurant,food_and_drink > casual_eatery > fondue_restaurant,Fondue Restaurant
food,food_and_beverage_store,shopping > food_and_beverage_store,Food and Beverage Store
food_and_beverage_consultant,food_and_beverage_consultant,services_and_business > professional_service > food_and_beverage_consultant,Food and Beverage Consultant
food_and_beverage_exporter,food_and_beverage_exporter,services_and_business > b2b_service > supplier_or_distributor > import_export_service > exporter > food_and_beverage_exporter,Food and Beverage Exporter
food_banks,food_bank,community_and_government > social_or_community_service > food_bank,Food Bank
food_beverage_service_distribution,food_beverage_distributor,services_and_business > b2b_service > supplier_or_distributor > food_beverage_distributor,Food Beverage Distributor
